event_id,path,size_kb,tx_delay_ms,proc_delay_ms,total_delay_ms,cost_usd,energy_j,latency_need,peak_hour
3014,rc,5.609,0.719,2.805,3.524,0.0005612,0.000138,medium,True
3015,cloud,5.192,10.811,0.865,11.676,0.00207692,0.000127,high,False
3016,rc,6.203,0.742,3.101,3.844,0.00062059,0.000152,high,True
3017,rc,5.063,0.698,2.532,3.229,0.00050658,0.000124,high,True
3018,cloud,3.477,10.543,0.579,11.123,0.00139099,8.5e-05,high,False
3019,cloud,4.2,10.656,0.7,11.356,0.00168018,0.000103,high,False
3020,edge,4.184,0.09,4.184,4.274,0.0002094,0.000103,low,False
3021,rc,5.25,0.705,2.625,3.33,0.00052527,0.000129,high,True
3022,cloud,2.128,10.332,0.355,10.687,0.00085127,5.2e-05,high,False
3023,cloud,5.937,10.928,0.989,11.917,0.00237502,0.000146,medium,False
3024,cloud,6.448,11.008,1.075,12.082,0.00257967,0.000158,high,False
3025,cloud,3.478,10.543,0.58,11.123,0.00139153,8.5e-05,medium,False
3026,cloud,4.595,10.718,0.766,11.484,0.00183846,0.000113,medium,False
3027,cloud,4.29,10.67,0.715,11.385,0.00171639,0.000105,medium,False
3028,edge,6.441,0.126,6.441,6.566,0.00032234,0.000158,low,False
3029,rc,2.676,0.605,1.338,1.942,0.00026771,6.6e-05,medium,True
3030,edge,6.793,0.131,6.793,6.924,0.00033999,0.000167,low,False
3031,cloud,2.792,10.436,0.465,10.902,0.0011171,6.8e-05,medium,False
3032,edge,7.511,0.142,7.511,7.653,0.00037589,0.000184,low,False
3033,cloud,3.815,10.596,0.636,11.232,0.00152606,9.4e-05,high,False
3034,edge,7.165,0.137,7.165,7.302,0.00035858,0.000176,low,True
3035,cloud,5.642,10.882,0.94,11.822,0.00225729,0.000138,medium,False
3036,cloud,4.971,10.777,0.828,11.605,0.00198857,0.000122,medium,False
3037,edge,5.853,0.116,5.853,5.969,0.00029291,0.000144,low,True
3038,cloud,1.852,10.289,0.309,10.598,0.00074101,4.5e-05,high,False
3039,cloud,6.679,11.044,1.113,12.157,0.00267188,0.000164,medium,False
3040,cloud,6.731,11.052,1.122,12.174,0.00269289,0.000165,medium,False
3041,edge,2.895,0.07,2.895,2.965,0.00014489,7.1e-05,low,True
3042,edge,6.001,0.119,6.001,6.12,0.00030034,0.000147,low,False
3043,cloud,3.154,10.493,0.526,11.019,0.00126182,7.7e-05,high,False
3044,rc,3.919,0.653,1.959,2.613,0.00039208,9.6e-05,medium,True
3045,cloud,3.69,10.577,0.615,11.191,0.00147607,9.1e-05,high,False
3046,edge,4.292,0.092,4.292,4.384,0.00021479,0.000105,low,True
3047,cloud,5.969,10.933,0.995,11.928,0.0023881,0.000146,medium,False
3048,cloud,5.738,10.897,0.956,11.853,0.00229573,0.000141,medium,False
3049,edge,5.573,0.112,5.573,5.685,0.00027892,0.000137,low,True
3050,cloud,5.073,10.793,0.845,11.638,0.00202949,0.000124,high,False
3051,cloud,4.559,10.712,0.76,11.472,0.00182376,0.000112,medium,False
3052,cloud,3.779,10.59,0.63,11.22,0.00151169,9.3e-05,high,False
3053,rc,4.847,0.689,2.424,3.113,0.00048495,0.000119,medium,True
3054,cloud,4.988,10.779,0.831,11.611,0.00199565,0.000122,medium,False
3055,rc,5.142,0.701,2.571,3.272,0.00051445,0.000126,medium,True
3056,edge,3.858,0.085,3.858,3.943,0.00019308,9.5e-05,low,False
3057,rc,5.025,0.696,2.512,3.209,0.0005027,0.000123,high,True
3058,rc,6.45,0.752,3.225,3.977,0.00064527,0.000158,medium,True
3059,edge,7.115,0.136,7.115,7.251,0.00035608,0.000175,low,True
3060,edge,3.164,0.074,3.164,3.238,0.00015834,7.8e-05,low,False
3061,edge,6.432,0.126,6.432,6.558,0.00032192,0.000158,low,False
3062,edge,1.342,0.046,1.342,1.388,6.716e-05,3.3e-05,low,False
3063,edge,4.753,0.099,4.753,4.852,0.00023788,0.000117,low,True
3064,cloud,5.797,10.906,0.966,11.872,0.00231908,0.000142,medium,False
3065,edge,4.963,0.103,4.963,5.065,0.00024838,0.000122,low,False
3066,edge,3.861,0.085,3.861,3.946,0.00019322,9.5e-05,low,False
3067,cloud,5.935,10.927,0.989,11.917,0.00237455,0.000146,medium,False
3068,edge,4.419,0.094,4.419,4.514,0.00022119,0.000108,low,False
3069,cloud,3.358,10.525,0.56,11.084,0.0013434,8.2e-05,medium,False
3070,cloud,8.505,11.329,1.417,12.746,0.00340248,0.000209,medium,False
3071,rc,2.458,0.596,1.229,1.825,0.00024594,6e-05,high,True
3072,edge,6.06,0.12,6.06,6.179,0.00030327,0.000149,low,False
3073,cloud,4.218,10.659,0.703,11.362,0.00168733,0.000103,high,False
3074,cloud,4.713,10.736,0.785,11.522,0.00188543,0.000116,high,False
3075,rc,3.233,0.626,1.617,2.243,0.0003235,7.9e-05,medium,True
3076,rc,4.664,0.682,2.332,3.014,0.00046667,0.000114,high,True
3077,edge,6.647,0.129,6.647,6.776,0.00033266,0.000163,low,False
3078,rc,5.858,0.729,2.929,3.658,0.00058611,0.000144,high,True
3079,edge,5.111,0.105,5.111,5.215,0.00025578,0.000125,low,False
3080,rc,5.033,0.697,2.517,3.213,0.00050357,0.000123,high,True
3081,rc,5.189,0.703,2.595,3.297,0.00051916,0.000127,high,True
3082,rc,4.07,0.659,2.035,2.694,0.00040717,0.0001,high,True
3083,cloud,5.764,10.901,0.961,11.861,0.0023061,0.000141,high,False
3084,edge,3.935,0.086,3.935,4.022,0.00019696,9.7e-05,low,False
3085,edge,5.248,0.107,5.248,5.355,0.00026264,0.000129,low,True
3086,rc,4.924,0.692,2.462,3.154,0.00049261,0.000121,medium,True
3087,edge,6.16,0.121,6.16,6.281,0.00030829,0.000151,low,False
3088,rc,5.934,0.732,2.967,3.699,0.00059371,0.000146,high,True
3089,cloud,6.707,11.048,1.118,12.166,0.00268339,0.000165,medium,False
3090,rc,5.995,0.734,2.997,3.731,0.00059975,0.000147,medium,True
3091,cloud,6.44,11.006,1.073,12.08,0.00257648,0.000158,high,False
3092,rc,4.606,0.68,2.303,2.983,0.00046084,0.000113,medium,True
3093,edge,5.689,0.114,5.689,5.803,0.00028471,0.00014,low,False
3094,cloud,5.72,10.894,0.953,11.847,0.00228814,0.00014,high,False
3095,edge,3.962,0.087,3.962,4.049,0.00019829,9.7e-05,low,True
3096,cloud,4.329,10.676,0.722,11.398,0.00173191,0.000106,high,False
3097,cloud,3.486,10.545,0.581,11.126,0.00139469,8.6e-05,high,False
3098,rc,5.861,0.729,2.93,3.659,0.00058638,0.000144,high,True
3099,edge,4.138,0.09,4.138,4.227,0.00020709,0.000102,low,False
3100,cloud,4.564,10.713,0.761,11.474,0.00182575,0.000112,medium,False
3101,cloud,5.231,10.817,0.872,11.689,0.00209274,0.000128,high,False
3102,rc,3.791,0.648,1.895,2.543,0.00037926,9.3e-05,high,True
3103,edge,5.976,0.118,5.976,6.095,0.00029911,0.000147,low,True
3104,edge,4.298,0.092,4.298,4.391,0.00021513,0.000105,low,True
3105,edge,6.666,0.129,6.666,6.795,0.00033362,0.000164,low,True
3106,cloud,2.628,10.411,0.438,10.849,0.00105142,6.4e-05,high,False
3107,rc,5.947,0.732,2.973,3.706,0.00059498,0.000146,medium,True
3108,cloud,5.373,10.839,0.895,11.735,0.0021494,0.000132,high,False
3109,edge,4.856,0.101,4.856,4.957,0.00024306,0.000119,low,True
3110,cloud,3.581,10.56,0.597,11.156,0.00143257,8.8e-05,medium,False
3111,rc,2.494,0.597,1.247,1.845,0.00024956,6.1e-05,high,True
3112,cloud,4.92,10.769,0.82,11.589,0.00196818,0.000121,medium,False
3113,edge,7.73,0.146,7.73,7.876,0.00038687,0.00019,low,True
3114,rc,4.838,0.689,2.419,3.108,0.00048408,0.000119,high,True
3115,cloud,4.444,10.694,0.741,11.435,0.00177767,0.000109,high,False
3116,rc,4.847,0.689,2.423,3.113,0.0004849,0.000119,medium,True
3117,rc,3.652,0.643,1.826,2.469,0.00036541,9e-05,high,True
3118,cloud,2.519,10.394,0.42,10.813,0.00100782,6.2e-05,high,False
3119,cloud,5.148,10.804,0.858,11.662,0.00205941,0.000126,medium,False
3120,rc,3.053,0.619,1.527,2.146,0.00030546,7.5e-05,medium,True
3121,cloud,4.847,10.757,0.808,11.565,0.00193924,0.000119,high,False
3122,edge,4.594,0.097,4.594,4.69,0.0002299,0.000113,low,True
3123,cloud,6.032,10.942,1.005,11.948,0.00241311,0.000148,high,False
3124,cloud,5.729,10.895,0.955,11.85,0.002292,0.000141,high,False
3125,rc,8.038,0.814,4.019,4.833,0.00080415,0.000197,high,True
3126,cloud,2.424,10.379,0.404,10.783,0.00096975,5.9e-05,high,False
3127,cloud,3.809,10.595,0.635,11.23,0.00152363,9.3e-05,medium,False
3128,edge,5.566,0.112,5.566,5.678,0.00027857,0.000137,low,False
3129,rc,4.712,0.684,2.356,3.04,0.00047143,0.000116,high,True
3130,edge,7.493,0.142,7.493,7.635,0.00037503,0.000184,low,False
3131,edge,4.428,0.094,4.428,4.522,0.00022162,0.000109,low,False
3132,cloud,5.702,10.891,0.95,11.841,0.00228109,0.00014,medium,False
3133,edge,4.045,0.088,4.045,4.133,0.00020243,9.9e-05,low,True
3134,cloud,3.375,10.527,0.563,11.09,0.00135036,8.3e-05,medium,False
3135,cloud,4.241,10.663,0.707,11.369,0.0016965,0.000104,medium,False
3136,cloud,4.815,10.752,0.803,11.555,0.00192648,0.000118,medium,False
3137,edge,6.622,0.128,6.622,6.751,0.00033143,0.000162,low,False
3138,rc,7.497,0.793,3.748,4.541,0.00075004,0.000184,high,True
3139,edge,3.308,0.077,3.308,3.385,0.00016558,8.1e-05,low,True
3140,edge,5.312,0.108,5.312,5.42,0.00026587,0.00013,low,True
3141,edge,5.843,0.116,5.843,5.959,0.00029242,0.000143,low,False
3142,cloud,5.289,10.826,0.881,11.708,0.00211576,0.00013,high,False
3143,rc,4.568,0.678,2.284,2.963,0.00045705,0.000112,high,True
3144,edge,6.614,0.128,6.614,6.743,0.00033104,0.000162,low,False
3145,cloud,4.074,10.637,0.679,11.316,0.00162985,0.0001,high,False
3146,rc,4.894,0.691,2.447,3.138,0.00048963,0.00012,medium,True
3147,edge,5.841,0.116,5.841,5.958,0.00029236,0.000143,low,False
3148,cloud,3.384,10.529,0.564,11.093,0.00135383,8.3e-05,medium,False
3149,cloud,5.576,10.871,0.929,11.801,0.0022309,0.000137,medium,False
3150,edge,7.219,0.138,7.219,7.356,0.00036128,0.000177,low,True
3151,cloud,7.421,11.16,1.237,12.396,0.00296882,0.000182,medium,False
3152,edge,5.626,0.113,5.626,5.739,0.00028157,0.000138,low,True
3153,edge,3.438,0.079,3.438,3.516,0.00017205,8.4e-05,low,False
3154,rc,4.878,0.691,2.439,3.129,0.00048802,0.00012,medium,True
3155,edge,3.426,0.079,3.426,3.504,0.00017147,8.4e-05,low,False
3156,cloud,3.349,10.523,0.558,11.081,0.00133967,8.2e-05,high,False
3157,rc,4.671,0.682,2.335,3.018,0.00046733,0.000115,high,True
3158,edge,5.639,0.113,5.639,5.752,0.00028221,0.000138,low,False
3159,edge,5.415,0.11,5.415,5.525,0.00027102,0.000133,low,False
3160,cloud,6.641,11.038,1.107,12.144,0.00265663,0.000163,medium,False
3161,rc,3.223,0.626,1.612,2.237,0.00032246,7.9e-05,high,True
3162,edge,2.65,0.066,2.65,2.716,0.00013261,6.5e-05,low,True
3163,cloud,5.12,10.8,0.853,11.653,0.00204822,0.000126,medium,False
3164,rc,7.315,0.786,3.657,4.443,0.00073183,0.000179,high,True
3165,cloud,4.132,10.646,0.689,11.334,0.00165302,0.000101,high,False
3166,edge,3.679,0.082,3.679,3.761,0.00018413,9e-05,low,True
3167,cloud,4.915,10.768,0.819,11.587,0.00196616,0.000121,high,False
3168,edge,6.761,0.131,6.761,6.892,0.00033839,0.000166,low,False
3169,cloud,8.021,11.253,1.337,12.59,0.00320896,0.000197,high,False
3170,cloud,5.552,10.868,0.925,11.793,0.00222116,0.000136,high,False
3171,edge,3.972,0.087,3.972,4.059,0.00019881,9.7e-05,low,True
3172,rc,5.78,0.726,2.89,3.616,0.00057828,0.000142,medium,True
3173,cloud,4.023,10.629,0.671,11.299,0.00160953,9.9e-05,medium,False
3174,edge,5.538,0.112,5.538,5.65,0.00027719,0.000136,low,True
3175,cloud,5.096,10.796,0.849,11.645,0.00203853,0.000125,high,False
3176,rc,2.845,0.611,1.422,2.034,0.00028463,7e-05,high,True
3177,cloud,5.378,10.84,0.896,11.737,0.00215162,0.000132,medium,False
3178,edge,6.425,0.125,6.425,6.55,0.00032156,0.000158,low,False
3179,edge,2.273,0.061,2.273,2.333,0.00011374,5.6e-05,low,False
3180,edge,8.572,0.159,8.572,8.73,0.000429,0.00021,low,True
3181,edge,7.192,0.137,7.192,7.329,0.00035994,0.000176,low,True
3182,edge,5.529,0.111,5.529,5.641,0.00027674,0.000136,low,False
3183,edge,2.654,0.066,2.654,2.72,0.00013282,6.5e-05,low,True
3184,edge,6.067,0.12,6.067,6.187,0.00030367,0.000149,low,False
3185,edge,7.453,0.141,7.453,7.595,0.00037304,0.000183,low,False
3186,edge,5.792,0.116,5.792,5.908,0.0002899,0.000142,low,False
3187,edge,4.364,0.093,4.364,4.457,0.00021841,0.000107,low,True
3188,cloud,6.559,11.025,1.093,12.118,0.00262397,0.000161,high,False
3189,rc,3.728,0.646,1.864,2.51,0.00037301,9.1e-05,medium,True
3190,edge,7.95,0.149,7.95,8.099,0.0003979,0.000195,low,True
3191,cloud,1.407,10.22,0.234,10.454,0.00056277,3.5e-05,medium,False
3192,edge,2.913,0.071,2.913,2.983,0.00014578,7.1e-05,low,True
3193,rc,6.727,0.763,3.364,4.126,0.00067303,0.000165,high,True
3194,edge,6.902,0.133,6.902,7.035,0.00034543,0.000169,low,False
3195,rc,2.733,0.607,1.367,1.973,0.00027347,6.7e-05,medium,True
3196,edge,3.988,0.087,3.988,4.075,0.00019957,9.8e-05,low,False
3197,edge,6.233,0.122,6.233,6.355,0.00031193,0.000153,low,False
3198,rc,5.959,0.733,2.98,3.712,0.00059621,0.000146,high,True
3199,cloud,6.29,10.983,1.048,12.031,0.00251654,0.000154,high,False
3200,edge,5.735,0.115,5.735,5.85,0.00028704,0.000141,low,False
3201,edge,5.097,0.105,5.097,5.202,0.00025509,0.000125,low,False
3202,rc,6.221,0.743,3.11,3.853,0.00062238,0.000153,high,True
3203,edge,5.856,0.116,5.856,5.972,0.00029307,0.000144,low,True
3204,rc,1.799,0.57,0.899,1.47,0.00017994,4.4e-05,high,True
3205,cloud,5.109,10.798,0.851,11.65,0.00204381,0.000125,medium,False
3206,cloud,4.421,10.691,0.737,11.428,0.00176857,0.000108,high,False
3207,edge,4.548,0.096,4.548,4.645,0.00022765,0.000112,low,False
3208,cloud,4.468,10.698,0.745,11.443,0.00178766,0.00011,medium,False
3209,cloud,6.221,10.972,1.037,12.009,0.0024886,0.000153,high,False
3210,rc,2.734,0.607,1.367,1.974,0.00027357,6.7e-05,medium,True
3211,edge,4.554,0.096,4.554,4.65,0.00022791,0.000112,low,False
3212,cloud,3.295,10.515,0.549,11.064,0.00131826,8.1e-05,medium,False
3213,edge,2.765,0.068,2.765,2.833,0.00013838,6.8e-05,low,False
3214,cloud,4.274,10.668,0.712,11.38,0.00170994,0.000105,high,False
3215,rc,4.058,0.659,2.029,2.687,0.00040597,0.0001,high,True
3216,cloud,6.223,10.972,1.037,12.01,0.00248969,0.000153,medium,False
3217,rc,5.481,0.714,2.74,3.455,0.00054836,0.000134,high,True
3218,cloud,4.003,10.626,0.667,11.293,0.00160161,9.8e-05,medium,False
3219,edge,4.793,0.1,4.793,4.893,0.00023987,0.000118,low,False
3220,cloud,3.564,10.557,0.594,11.151,0.00142583,8.7e-05,medium,False
3221,rc,5.611,0.719,2.805,3.524,0.00056134,0.000138,medium,True
3222,rc,6.457,0.752,3.228,3.981,0.000646,0.000158,high,True
3223,cloud,6.168,10.964,1.028,11.992,0.0024677,0.000151,medium,False
3224,rc,7.128,0.778,3.564,4.342,0.00071312,0.000175,high,True
3225,edge,6.762,0.131,6.762,6.893,0.00033843,0.000166,low,False
3226,rc,7.106,0.778,3.553,4.33,0.00071092,0.000174,medium,True
3227,cloud,5.716,10.893,0.953,11.846,0.00228669,0.00014,medium,False
3228,edge,6.424,0.125,6.424,6.549,0.00032151,0.000158,low,True
3229,edge,4.071,0.089,4.071,4.16,0.00020377,0.0001,low,False
3230,edge,4.325,0.093,4.325,4.417,0.00021644,0.000106,low,True
3231,cloud,4.389,10.686,0.731,11.417,0.00175579,0.000108,medium,False
3232,rc,7.763,0.803,3.882,4.685,0.00077673,0.00019,medium,True
3233,cloud,2.803,10.438,0.467,10.905,0.0011215,6.9e-05,high,False
3234,cloud,6.416,11.003,1.069,12.072,0.00256683,0.000157,high,False
3235,rc,3.413,0.633,1.706,2.34,0.00034144,8.4e-05,high,True
3236,edge,4.988,0.103,4.988,5.091,0.00024964,0.000122,low,False
3237,cloud,5.916,10.924,0.986,11.91,0.00236664,0.000145,high,False
3238,rc,5.755,0.725,2.877,3.602,0.00057578,0.000141,medium,True
3239,rc,1.093,0.543,0.546,1.089,0.00010931,2.7e-05,medium,True
3240,edge,7.039,0.135,7.039,7.174,0.00035232,0.000173,low,False
3241,cloud,4.604,10.719,0.767,11.487,0.00184187,0.000113,medium,False
3242,cloud,0.903,10.141,0.15,10.291,0.00036107,2.2e-05,high,False
3243,rc,3.384,0.632,1.692,2.324,0.00033853,8.3e-05,medium,True
3244,rc,5.695,0.722,2.848,3.57,0.00056982,0.00014,high,True
3245,rc,6.177,0.741,3.088,3.83,0.00061796,0.000152,medium,True
3246,cloud,4.393,10.686,0.732,11.418,0.0017573,0.000108,medium,False
3247,rc,1.204,0.547,0.602,1.149,0.00012048,3e-05,high,True
3248,rc,4.914,0.692,2.457,3.149,0.0004916,0.000121,medium,True
3249,cloud,2.933,10.458,0.489,10.947,0.0011733,7.2e-05,medium,False
3250,cloud,5.862,10.916,0.977,11.893,0.00234511,0.000144,high,False
3251,cloud,2.067,10.323,0.344,10.667,0.00082675,5.1e-05,high,False
3252,edge,6.937,0.133,6.937,7.07,0.00034719,0.00017,low,True
3253,edge,3.447,0.079,3.447,3.526,0.00017251,8.5e-05,low,True
3254,rc,7.768,0.803,3.884,4.687,0.00077715,0.000191,medium,True
3255,edge,6.994,0.134,6.994,7.128,0.00035002,0.000172,low,True
3256,edge,5.664,0.113,5.664,5.777,0.00028346,0.000139,low,False
3257,edge,3.009,0.072,3.009,3.081,0.00015061,7.4e-05,low,False
3258,cloud,4.423,10.691,0.737,11.428,0.00176943,0.000108,medium,False
3259,edge,2.666,0.067,2.666,2.732,0.00013342,6.5e-05,low,True
3260,rc,4.788,0.687,2.394,3.081,0.00047904,0.000117,medium,True
3261,edge,4.451,0.095,4.451,4.545,0.00022274,0.000109,low,False
3262,cloud,1.849,10.289,0.308,10.597,0.00073958,4.5e-05,medium,False
3263,rc,5.122,0.7,2.561,3.261,0.00051243,0.000126,medium,True
3264,edge,1.336,0.046,1.336,1.382,6.688e-05,3.3e-05,low,False
3265,cloud,2.121,10.331,0.353,10.685,0.00084838,5.2e-05,medium,False
3266,edge,3.432,0.079,3.432,3.51,0.00017175,8.4e-05,low,False
3267,edge,2.43,0.063,2.43,2.493,0.00012162,6e-05,low,False
3268,cloud,4.724,10.738,0.787,11.525,0.00188971,0.000116,medium,False
3269,edge,3.747,0.084,3.747,3.831,0.00018754,9.2e-05,low,False
3270,edge,4.735,0.099,4.735,4.834,0.00023697,0.000116,low,True
3271,edge,4.927,0.102,4.927,5.029,0.00024658,0.000121,low,True
3272,rc,7.542,0.795,3.771,4.566,0.00075458,0.000185,high,True
3273,edge,2.119,0.058,2.119,2.177,0.00010603,5.2e-05,low,True
3274,cloud,5.997,10.937,0.999,11.936,0.00239902,0.000147,high,False
3275,rc,5.839,0.728,2.92,3.648,0.00058419,0.000143,medium,True
3276,edge,0.809,0.038,0.809,0.847,4.049e-05,2e-05,low,False
3277,rc,6.909,0.77,3.455,4.225,0.00069127,0.000169,high,True
3278,rc,7.018,0.774,3.509,4.283,0.00070214,0.000172,medium,True
3279,cloud,4.889,10.764,0.815,11.579,0.00195592,0.00012,high,False
3280,rc,4.013,0.657,2.007,2.663,0.00040151,9.8e-05,medium,True
3281,edge,5.161,0.106,5.161,5.266,0.00025828,0.000127,low,False
3282,cloud,5.049,10.789,0.842,11.63,0.00201999,0.000124,high,False
3283,rc,5.079,0.698,2.539,3.238,0.00050811,0.000125,medium,True
3284,cloud,4.383,10.685,0.73,11.415,0.00175345,0.000108,medium,False
3285,edge,4.158,0.09,4.158,4.248,0.00020809,0.000102,low,False
3286,rc,1.602,0.563,0.801,1.363,0.00016023,3.9e-05,high,True
3287,edge,3.169,0.075,3.169,3.243,0.00015858,7.8e-05,low,False
3288,cloud,4.756,10.743,0.793,11.536,0.00190285,0.000117,high,False
3289,cloud,6.794,11.062,1.132,12.194,0.00271798,0.000167,high,False
3290,cloud,3.655,10.571,0.609,11.18,0.0014624,9e-05,high,False
3291,edge,5.992,0.119,5.992,6.111,0.00029989,0.000147,low,True
3292,rc,2.884,0.613,1.442,2.054,0.0002885,7.1e-05,medium,True
3293,cloud,8.17,11.277,1.362,12.638,0.00326838,0.0002,medium,False
3294,edge,3.265,0.076,3.265,3.341,0.00016339,8e-05,low,False
3295,edge,5.078,0.104,5.078,5.182,0.00025415,0.000125,low,True
3296,cloud,4.485,10.701,0.748,11.448,0.00179437,0.00011,high,False
3297,cloud,3.511,10.549,0.585,11.134,0.00140463,8.6e-05,medium,False
3298,rc,6.749,0.764,3.374,4.138,0.00067521,0.000166,medium,True
3299,edge,7.828,0.147,7.828,7.975,0.00039176,0.000192,low,False
3300,edge,5.017,0.103,5.017,5.12,0.00025108,0.000123,low,False
3301,cloud,5.759,10.9,0.96,11.86,0.00230401,0.000141,high,False
3302,cloud,2.898,10.453,0.483,10.936,0.0011593,7.1e-05,high,False
3303,cloud,5.037,10.787,0.84,11.627,0.00201518,0.000124,high,False
3304,edge,6.189,0.122,6.189,6.311,0.00030977,0.000152,low,True
3305,edge,5.703,0.114,5.703,5.817,0.00028541,0.00014,low,False
3306,edge,7.367,0.14,7.367,7.507,0.0003687,0.000181,low,False
3307,cloud,5.574,10.871,0.929,11.8,0.00222997,0.000137,high,False
3308,edge,4.055,0.088,4.055,4.144,0.00020296,9.9e-05,low,True
3309,cloud,1.651,10.258,0.275,10.533,0.00066046,4e-05,high,False
3310,cloud,4.575,10.715,0.762,11.477,0.0018302,0.000112,medium,False
3311,rc,5.01,0.696,2.505,3.201,0.00050127,0.000123,high,True
3312,rc,8.16,0.819,4.08,4.899,0.00081643,0.0002,high,True
3313,rc,2.453,0.596,1.227,1.822,0.00024542,6e-05,medium,True
3314,edge,5.558,0.112,5.558,5.669,0.00027815,0.000136,low,False
3315,cloud,7.43,11.161,1.238,12.399,0.0029726,0.000182,high,False
3316,rc,2.033,0.579,1.017,1.596,0.00020342,5e-05,high,True
3317,rc,4.872,0.69,2.436,3.127,0.00048748,0.00012,high,True
3318,cloud,5.522,10.863,0.92,11.783,0.00220898,0.000135,medium,False
3319,cloud,2.15,10.336,0.358,10.694,0.00085996,5.3e-05,high,False
3320,rc,4.614,0.68,2.307,2.987,0.00046162,0.000113,medium,True
3321,edge,3.703,0.083,3.703,3.786,0.00018535,9.1e-05,low,False
3322,edge,6.042,0.119,6.042,6.162,0.00030242,0.000148,low,True
3323,edge,5.37,0.109,5.37,5.479,0.00026875,0.000132,low,True
3324,edge,5.487,0.111,5.487,5.598,0.00027464,0.000135,low,False
3325,edge,4.523,0.096,4.523,4.618,0.00022636,0.000111,low,False
3326,cloud,3.253,10.508,0.542,11.05,0.00130124,8e-05,medium,False
3327,rc,6.352,0.748,3.176,3.924,0.00063556,0.000156,high,True
3328,cloud,5.265,10.823,0.878,11.7,0.00210642,0.000129,high,False
3329,edge,5.679,0.114,5.679,5.792,0.00028421,0.000139,low,False
3330,edge,4.126,0.089,4.126,4.216,0.00020652,0.000101,low,False
3331,cloud,4.462,10.697,0.744,11.441,0.001785,0.000109,medium,False
3332,edge,5.28,0.108,5.28,5.388,0.00026428,0.00013,low,False
3333,rc,4.095,0.66,2.047,2.707,0.00040967,0.0001,high,True
3334,rc,6.485,0.753,3.242,3.996,0.00064878,0.000159,high,True
3335,cloud,5.095,10.796,0.849,11.645,0.00203816,0.000125,medium,False
