event_id,path,size_kb,tx_delay_ms,proc_delay_ms,total_delay_ms,cost_usd,energy_j,latency_need,peak_hour
6076,rc,4.986,0.695,2.493,3.188,0.00049885,0.000122,medium,True
6077,edge,7.548,0.143,7.548,7.691,0.00037777,0.000185,low,False
6078,cloud,5.326,10.832,0.888,11.72,0.00213079,0.000131,high,False
6079,cloud,4.814,10.752,0.802,11.554,0.00192582,0.000118,medium,False
6080,edge,5.976,0.118,5.976,6.095,0.00029911,0.000147,low,False
6081,edge,4.012,0.088,4.012,4.099,0.00020078,9.8e-05,low,False
6082,cloud,2.149,10.336,0.358,10.694,0.00085974,5.3e-05,high,False
6083,cloud,5.473,10.855,0.912,11.767,0.00218933,0.000134,medium,False
6084,cloud,4.73,10.739,0.788,11.528,0.00189244,0.000116,high,False
6085,cloud,5.146,10.804,0.858,11.662,0.00205853,0.000126,high,False
6086,rc,4.168,0.663,2.084,2.747,0.00041705,0.000102,high,True
6087,edge,7.907,0.149,7.907,8.056,0.00039576,0.000194,low,False
6088,cloud,5.918,10.925,0.986,11.911,0.00236736,0.000145,high,False
6089,cloud,6.378,10.997,1.063,12.06,0.00255174,0.000156,high,False
6090,edge,3.684,0.083,3.684,3.767,0.00018438,9e-05,low,True
6091,edge,2.318,0.061,2.318,2.38,0.00011603,5.7e-05,low,True
6092,cloud,4.666,10.729,0.778,11.507,0.00186662,0.000114,medium,False
6093,cloud,6.198,10.969,1.033,12.002,0.00247975,0.000152,medium,False
6094,cloud,4.716,10.737,0.786,11.523,0.0018868,0.000116,medium,False
6095,cloud,4.14,10.647,0.69,11.337,0.00165643,0.000102,medium,False
6096,cloud,6.422,11.003,1.07,12.074,0.00256918,0.000158,high,False
6097,edge,4.964,0.103,4.964,5.066,0.00024842,0.000122,low,True
6098,rc,4.707,0.684,2.353,3.037,0.00047091,0.000115,high,True
6099,cloud,5.006,10.782,0.834,11.616,0.00200253,0.000123,high,False
6100,cloud,5.713,10.893,0.952,11.845,0.00228539,0.00014,high,False
6101,cloud,3.603,10.563,0.6,11.163,0.00144131,8.8e-05,high,False
6102,cloud,4.007,10.626,0.668,11.294,0.00160293,9.8e-05,medium,False
6103,cloud,6.427,11.004,1.071,12.075,0.00257098,0.000158,medium,False
6104,rc,4.959,0.694,2.48,3.173,0.00049616,0.000122,high,True
6105,rc,4.59,0.679,2.295,2.975,0.00045928,0.000113,high,True
6106,cloud,8.85,11.383,1.475,12.858,0.00354034,0.000217,medium,False
6107,cloud,5.723,10.894,0.954,11.848,0.00228939,0.00014,high,False
6108,edge,3.127,0.074,3.127,3.201,0.00015651,7.7e-05,low,False
6109,edge,6.515,0.127,6.515,6.642,0.00032609,0.00016,low,True
6110,cloud,4.817,10.753,0.803,11.555,0.00192706,0.000118,medium,False
6111,cloud,4.347,10.679,0.725,11.404,0.00173917,0.000107,medium,False
6112,edge,7.562,0.143,7.562,7.705,0.00037845,0.000185,low,False
6113,rc,0.682,0.527,0.341,0.868,6.821e-05,1.7e-05,medium,True
6114,edge,5.883,0.117,5.883,6.0,0.00029442,0.000144,low,False
6115,rc,6.412,0.75,3.206,3.956,0.00064151,0.000157,medium,True
6116,cloud,4.203,10.657,0.7,11.357,0.00168125,0.000103,high,False
6117,edge,3.776,0.084,3.776,3.86,0.00018897,9.3e-05,low,True
6118,edge,4.157,0.09,4.157,4.247,0.00020806,0.000102,low,False
6119,cloud,6.388,10.998,1.065,12.063,0.00255544,0.000157,high,False
6120,edge,6.802,0.131,6.802,6.933,0.00034042,0.000167,low,True
6121,edge,3.424,0.078,3.424,3.502,0.00017135,8.4e-05,low,True
6122,rc,5.484,0.714,2.742,3.456,0.0005487,0.000135,high,True
6123,rc,7.172,0.78,3.586,4.366,0.00071756,0.000176,high,True
6124,rc,5.607,0.719,2.803,3.522,0.00056097,0.000138,high,True
6125,cloud,4.016,10.627,0.669,11.297,0.00160645,9.9e-05,medium,False
6126,edge,5.64,0.113,5.64,5.753,0.00028229,0.000138,low,True
6127,rc,5.706,0.723,2.853,3.576,0.00057093,0.00014,high,True
6128,cloud,4.872,10.761,0.812,11.573,0.00194897,0.00012,high,False
6129,rc,6.985,0.773,3.492,4.265,0.00069883,0.000171,high,True
6130,cloud,5.338,10.834,0.89,11.724,0.00213556,0.000131,medium,False
6131,rc,6.468,0.753,3.234,3.987,0.00064713,0.000159,medium,True
6132,cloud,6.73,11.052,1.122,12.173,0.00269232,0.000165,medium,False
6133,edge,5.577,0.112,5.577,5.689,0.00027912,0.000137,low,True
6134,rc,5.13,0.7,2.565,3.266,0.00051329,0.000126,medium,True
6135,cloud,5.64,10.881,0.94,11.821,0.00225619,0.000138,high,False
6136,rc,4.684,0.683,2.342,3.025,0.00046868,0.000115,high,True
6137,edge,6.204,0.122,6.204,6.326,0.00031051,0.000152,low,True
6138,rc,4.635,0.681,2.318,2.999,0.00046376,0.000114,high,True
6139,rc,4.654,0.682,2.327,3.009,0.0004656,0.000114,medium,True
6140,cloud,7.317,11.143,1.219,12.363,0.00292703,0.000179,high,False
6141,cloud,4.959,10.775,0.827,11.601,0.00198395,0.000122,high,False
6142,edge,3.25,0.076,3.25,3.326,0.00016265,8e-05,low,True
6143,cloud,4.76,10.744,0.793,11.537,0.00190432,0.000117,high,False
6144,cloud,5.696,10.89,0.949,11.839,0.00227891,0.00014,high,False
6145,rc,6.709,0.762,3.354,4.116,0.00067119,0.000165,medium,True
6146,cloud,1.119,10.175,0.186,10.361,0.00044758,2.7e-05,high,False
6147,rc,2.473,0.597,1.236,1.833,0.00024741,6.1e-05,high,True
6148,cloud,7.041,11.1,1.174,12.274,0.00281699,0.000173,medium,False
6149,rc,5.706,0.723,2.853,3.576,0.00057084,0.00014,medium,True
6150,cloud,6.033,10.943,1.006,11.948,0.0024137,0.000148,medium,False
6151,cloud,5.205,10.813,0.868,11.681,0.00208249,0.000128,high,False
6152,edge,6.166,0.121,6.166,6.287,0.00030858,0.000151,low,False
6153,cloud,5.04,10.787,0.84,11.627,0.00201623,0.000124,high,False
6154,edge,6.24,0.122,6.24,6.362,0.00031229,0.000153,low,False
6155,edge,3.188,0.075,3.188,3.263,0.00015956,7.8e-05,low,True
6156,rc,5.283,0.706,2.641,3.348,0.00052853,0.00013,high,True
6157,cloud,5.175,10.809,0.862,11.671,0.00207023,0.000127,high,False
6158,rc,6.208,0.743,3.104,3.847,0.00062115,0.000152,high,True
6159,cloud,6.22,10.972,1.037,12.008,0.00248826,0.000153,medium,False
6160,cloud,4.844,10.757,0.807,11.564,0.00193797,0.000119,medium,False
6161,edge,5.865,0.117,5.865,5.982,0.00029354,0.000144,low,False
6162,cloud,5.44,10.85,0.907,11.757,0.00217624,0.000133,medium,False
6163,edge,4.002,0.088,4.002,4.089,0.00020028,9.8e-05,low,False
6164,cloud,4.035,10.63,0.673,11.303,0.00161426,9.9e-05,high,False
6165,rc,4.713,0.684,2.356,3.04,0.00047151,0.000116,high,True
6166,edge,4.735,0.099,4.735,4.834,0.00023696,0.000116,low,True
6167,edge,4.72,0.099,4.72,4.819,0.00023622,0.000116,low,True
6168,cloud,3.045,10.476,0.508,10.983,0.00121836,7.5e-05,high,False
6169,cloud,6.209,10.97,1.035,12.005,0.00248393,0.000152,high,False
6170,rc,7.882,0.808,3.941,4.749,0.00078859,0.000193,high,True
6171,cloud,2.896,10.453,0.483,10.935,0.00115861,7.1e-05,medium,False
6172,cloud,5.519,10.862,0.92,11.782,0.00220775,0.000135,medium,False
6173,cloud,4.767,10.745,0.794,11.539,0.00190708,0.000117,medium,False
6174,rc,7.952,0.811,3.976,4.786,0.00079555,0.000195,medium,True
6175,edge,5.38,0.109,5.38,5.489,0.00026925,0.000132,low,True
6176,cloud,5.639,10.881,0.94,11.821,0.00225602,0.000138,high,False
6177,cloud,5.693,10.89,0.949,11.838,0.00227747,0.00014,high,False
6178,edge,3.725,0.083,3.725,3.808,0.00018642,9.1e-05,low,False
6179,edge,7.625,0.144,7.625,7.77,0.00038164,0.000187,low,False
6180,cloud,5.348,10.836,0.891,11.727,0.0021396,0.000131,medium,False
6181,edge,3.717,0.083,3.717,3.801,0.00018605,9.1e-05,low,True
6182,rc,1.485,0.558,0.743,1.301,0.00014858,3.6e-05,medium,True
6183,rc,5.362,0.709,2.681,3.391,0.00053648,0.000132,medium,True
6184,edge,8.197,0.153,8.197,8.35,0.00041026,0.000201,low,True
6185,cloud,4.858,10.759,0.81,11.569,0.00194332,0.000119,medium,False
6186,cloud,5.91,10.923,0.985,11.908,0.00236417,0.000145,medium,False
6187,edge,5.321,0.108,5.321,5.429,0.00026629,0.000131,low,True
6188,cloud,7.456,11.165,1.243,12.408,0.00298291,0.000183,medium,False
6189,rc,3.272,0.628,1.636,2.264,0.00032735,8e-05,medium,True
6190,rc,6.129,0.739,3.065,3.804,0.00061321,0.00015,medium,True
6191,rc,6.203,0.742,3.102,3.844,0.00062062,0.000152,high,True
6192,rc,6.63,0.759,3.315,4.074,0.00066334,0.000163,medium,True
6193,edge,3.867,0.085,3.867,3.953,0.00019356,9.5e-05,low,True
6194,cloud,0.672,10.105,0.112,10.217,0.00026877,1.6e-05,high,False
6195,edge,3.853,0.085,3.853,3.938,0.00019284,9.5e-05,low,True
6196,cloud,5.313,10.83,0.885,11.716,0.0021255,0.00013,high,False
6197,cloud,3.066,10.479,0.511,10.99,0.00122655,7.5e-05,high,False
6198,edge,6.227,0.122,6.227,6.349,0.00031163,0.000153,low,True
6199,edge,5.436,0.11,5.436,5.546,0.00027206,0.000133,low,False
6200,rc,6.725,0.763,3.363,4.125,0.00067284,0.000165,medium,True
6201,edge,3.86,0.085,3.86,3.945,0.00019317,9.5e-05,low,True
6202,cloud,3.529,10.551,0.588,11.14,0.00141198,8.7e-05,high,False
6203,rc,6.068,0.737,3.034,3.771,0.00060708,0.000149,medium,True
6204,cloud,5.111,10.799,0.852,11.65,0.00204452,0.000125,medium,False
6205,rc,4.314,0.669,2.157,2.826,0.00043165,0.000106,medium,True
6206,cloud,7.372,11.152,1.229,12.381,0.00294939,0.000181,medium,False
6207,edge,3.883,0.086,3.883,3.968,0.00019432,9.5e-05,low,False
6208,cloud,4.524,10.707,0.754,11.461,0.00180998,0.000111,high,False
6209,rc,3.494,0.637,1.747,2.384,0.00034961,8.6e-05,medium,True
6210,rc,3.42,0.634,1.71,2.344,0.0003422,8.4e-05,medium,True
6211,edge,6.445,0.126,6.445,6.571,0.00032258,0.000158,low,True
6212,cloud,5.46,10.853,0.91,11.763,0.0021842,0.000134,medium,False
6213,edge,5.128,0.105,5.128,5.233,0.00025665,0.000126,low,False
6214,edge,4.905,0.102,4.905,5.006,0.00024547,0.00012,low,True
6215,edge,6.008,0.119,6.008,6.127,0.00030071,0.000147,low,False
6216,cloud,3.074,10.48,0.512,10.993,0.0012297,7.5e-05,high,False
6217,edge,2.566,0.065,2.566,2.631,0.00012841,6.3e-05,low,False
6218,edge,4.565,0.096,4.565,4.662,0.00022849,0.000112,low,True
6219,rc,5.798,0.726,2.899,3.625,0.00058004,0.000142,high,True
6220,cloud,6.266,10.979,1.044,12.023,0.00250689,0.000154,medium,False
6221,rc,4.006,0.656,2.003,2.66,0.00040081,9.8e-05,medium,True
6222,edge,5.647,0.113,5.647,5.76,0.00028261,0.000139,low,False
6223,rc,6.129,0.739,3.065,3.804,0.00061323,0.00015,medium,True
6224,rc,4.255,0.666,2.128,2.794,0.00042576,0.000104,high,True
6225,cloud,2.726,10.426,0.454,10.88,0.00109054,6.7e-05,high,False
6226,cloud,8.858,11.384,1.476,12.86,0.00354364,0.000217,high,False
6227,rc,4.553,0.678,2.276,2.954,0.00045549,0.000112,high,True
6228,edge,4.068,0.089,4.068,4.156,0.00020359,0.0001,low,True
6229,cloud,2.437,10.381,0.406,10.787,0.00097513,6e-05,high,False
6230,cloud,6.254,10.977,1.042,12.019,0.00250183,0.000153,medium,False
6231,edge,5.643,0.113,5.643,5.756,0.00028242,0.000138,low,True
6232,rc,6.198,0.742,3.099,3.841,0.00062009,0.000152,medium,True
6233,edge,3.734,0.083,3.734,3.818,0.0001869,9.2e-05,low,True
6234,cloud,1.887,10.295,0.315,10.609,0.00075498,4.6e-05,high,False
6235,rc,3.876,0.651,1.938,2.59,0.00038783,9.5e-05,medium,True
6236,edge,4.004,0.088,4.004,4.091,0.00020038,9.8e-05,low,False
6237,edge,6.549,0.127,6.549,6.676,0.00032776,0.000161,low,True
6238,rc,3.216,0.626,1.608,2.233,0.00032171,7.9e-05,medium,True
6239,cloud,4.765,10.744,0.794,11.539,0.00190608,0.000117,medium,False
6240,edge,5.31,0.108,5.31,5.418,0.00026575,0.00013,low,False
6241,rc,6.114,0.739,3.057,3.796,0.00061172,0.00015,high,True
6242,cloud,5.509,10.861,0.918,11.779,0.00220392,0.000135,high,False
6243,rc,6.121,0.739,3.06,3.799,0.00061238,0.00015,medium,True
6244,edge,3.597,0.081,3.597,3.678,0.00018002,8.8e-05,low,False
6245,cloud,2.894,10.452,0.482,10.934,0.00115759,7.1e-05,medium,False
6246,edge,5.56,0.112,5.56,5.672,0.00027826,0.000136,low,True
6247,edge,6.343,0.124,6.343,6.467,0.00031745,0.000156,low,True
6248,rc,5.166,0.702,2.583,3.285,0.0005169,0.000127,high,True
6249,rc,5.74,0.724,2.87,3.594,0.00057425,0.000141,medium,True
6250,edge,8.631,0.16,8.631,8.791,0.00043198,0.000212,low,False
6251,edge,5.084,0.104,5.084,5.189,0.00025445,0.000125,low,True
6252,edge,4.111,0.089,4.111,4.2,0.00020576,0.000101,low,True
6253,cloud,6.057,10.946,1.01,11.956,0.00242326,0.000149,high,False
6254,rc,4.651,0.682,2.326,3.007,0.00046535,0.000114,high,True
6255,rc,5.503,0.715,2.752,3.467,0.00055061,0.000135,high,True
6256,cloud,5.158,10.806,0.86,11.666,0.00206342,0.000127,high,False
6257,cloud,4.316,10.674,0.719,11.394,0.00172658,0.000106,medium,False
6258,rc,8.102,0.816,4.051,4.867,0.00081055,0.000199,high,True
6259,rc,2.239,0.587,1.12,1.707,0.00022401,5.5e-05,high,True
6260,cloud,5.124,10.801,0.854,11.655,0.00205004,0.000126,medium,False
6261,rc,5.499,0.715,2.749,3.464,0.00055014,0.000135,high,True
6262,cloud,4.988,10.779,0.831,11.611,0.00199538,0.000122,high,False
6263,rc,6.995,0.773,3.498,4.271,0.00069986,0.000172,high,True
6264,cloud,4.935,10.771,0.823,11.594,0.00197442,0.000121,medium,False
6265,cloud,4.119,10.644,0.687,11.33,0.00164801,0.000101,high,False
6266,edge,6.353,0.124,6.353,6.477,0.00031797,0.000156,low,False
6267,rc,5.433,0.712,2.716,3.429,0.00054354,0.000133,high,True
6268,cloud,4.16,10.65,0.693,11.343,0.00166439,0.000102,high,False
6269,cloud,3.174,10.496,0.529,11.025,0.00126991,7.8e-05,medium,False
6270,cloud,5.085,10.795,0.848,11.642,0.00203434,0.000125,high,False
6271,rc,3.031,0.618,1.515,2.134,0.00030324,7.4e-05,medium,True
6272,rc,6.459,0.752,3.229,3.982,0.00064621,0.000158,medium,True
6273,cloud,6.164,10.963,1.027,11.99,0.00246577,0.000151,medium,False
6274,edge,6.854,0.132,6.854,6.986,0.00034302,0.000168,low,True
6275,cloud,5.055,10.79,0.843,11.632,0.00202235,0.000124,high,False
6276,cloud,4.786,10.748,0.798,11.546,0.00191473,0.000117,high,False
6277,cloud,5.658,10.884,0.943,11.827,0.00226349,0.000139,high,False
6278,edge,6.402,0.125,6.402,6.527,0.00032039,0.000157,low,False
6279,edge,8.138,0.152,8.138,8.29,0.0004073,0.0002,low,True
6280,rc,4.161,0.663,2.081,2.743,0.00041632,0.000102,medium,True
6281,cloud,4.752,10.742,0.792,11.534,0.00190094,0.000117,high,False
6282,cloud,3.116,10.487,0.519,11.006,0.00124649,7.6e-05,medium,False
6283,cloud,2.408,10.376,0.401,10.777,0.00096317,5.9e-05,high,False
6284,cloud,4.569,10.714,0.761,11.475,0.00182777,0.000112,medium,False
6285,edge,8.184,0.153,8.184,8.337,0.00040959,0.000201,low,True
6286,cloud,5.651,10.883,0.942,11.825,0.00226089,0.000139,high,False
6287,rc,2.549,0.6,1.275,1.874,0.00025503,6.3e-05,high,True
6288,cloud,5.706,10.891,0.951,11.842,0.00228255,0.00014,medium,False
6289,edge,6.529,0.127,6.529,6.656,0.00032677,0.00016,low,False
6290,edge,5.995,0.119,5.995,6.113,0.00030002,0.000147,low,False
6291,cloud,3.558,10.556,0.593,11.149,0.00142331,8.7e-05,medium,False
6292,rc,5.848,0.728,2.924,3.652,0.00058506,0.000143,high,True
6293,edge,3.833,0.085,3.833,3.918,0.00019184,9.4e-05,low,True
6294,edge,5.808,0.116,5.808,5.924,0.0002907,0.000142,low,False
6295,edge,6.216,0.122,6.216,6.338,0.00031109,0.000152,low,True
6296,cloud,4.014,10.627,0.669,11.296,0.00160574,9.8e-05,high,False
6297,cloud,2.878,10.45,0.48,10.929,0.00115148,7.1e-05,medium,False
6298,rc,3.315,0.629,1.658,2.287,0.00033167,8.1e-05,medium,True
6299,cloud,7.223,11.129,1.204,12.333,0.00288978,0.000177,high,False
6300,edge,3.621,0.082,3.621,3.702,0.00018122,8.9e-05,low,False
6301,cloud,4.399,10.687,0.733,11.42,0.00175976,0.000108,medium,False
6302,cloud,5.717,10.893,0.953,11.846,0.00228722,0.00014,high,False
6303,edge,5.852,0.116,5.852,5.968,0.00029287,0.000144,low,False
6304,cloud,6.848,11.07,1.141,12.211,0.00273978,0.000168,high,False
6305,edge,6.647,0.129,6.647,6.776,0.00033267,0.000163,low,False
6306,rc,4.984,0.695,2.492,3.187,0.00049866,0.000122,high,True
6307,edge,7.405,0.141,7.405,7.546,0.00037062,0.000182,low,False
6308,edge,2.807,0.069,2.807,2.876,0.00014048,6.9e-05,low,True
6309,edge,2.481,0.064,2.481,2.545,0.00012419,6.1e-05,low,False
6310,cloud,7.117,11.112,1.186,12.298,0.0028473,0.000175,medium,False
6311,edge,5.19,0.106,5.19,5.296,0.00025977,0.000127,low,True
6312,edge,4.918,0.102,4.918,5.019,0.00024612,0.000121,low,True
6313,rc,7.433,0.79,3.717,4.507,0.00074368,0.000182,high,True
6314,edge,8.954,0.165,8.954,9.119,0.00044816,0.00022,low,False
6315,cloud,5.385,10.841,0.897,11.739,0.00215413,0.000132,medium,False
6316,cloud,0.93,10.145,0.155,10.3,0.00037225,2.3e-05,high,False
6317,cloud,5.64,10.881,0.94,11.821,0.00225637,0.000138,high,False
6318,cloud,7.404,11.157,1.234,12.391,0.00296209,0.000182,high,False
6319,rc,4.908,0.692,2.454,3.146,0.00049107,0.00012,high,True
6320,edge,5.04,0.104,5.04,5.144,0.00025225,0.000124,low,True
6321,edge,3.583,0.081,3.583,3.664,0.00017931,8.8e-05,low,True
6322,edge,5.09,0.105,5.09,5.195,0.00025475,0.000125,low,False
6323,cloud,5.553,10.868,0.925,11.793,0.00222139,0.000136,medium,False
6324,rc,2.929,0.614,1.465,2.079,0.00029307,7.2e-05,medium,True
6325,cloud,5.439,10.85,0.907,11.756,0.00217606,0.000133,medium,False
6326,cloud,4.315,10.674,0.719,11.393,0.00172621,0.000106,high,False
6327,cloud,1.454,10.227,0.242,10.47,0.00058171,3.6e-05,high,False
6328,cloud,6.643,11.038,1.107,12.145,0.00265779,0.000163,high,False
6329,cloud,3.837,10.6,0.639,11.239,0.00153502,9.4e-05,medium,False
6330,cloud,5.6,10.875,0.933,11.808,0.00224042,0.000137,high,False
6331,rc,4.062,0.659,2.031,2.69,0.00040644,0.0001,medium,True
6332,edge,5.173,0.106,5.173,5.279,0.00025892,0.000127,low,False
6333,rc,5.988,0.734,2.994,3.728,0.00059912,0.000147,high,True
6334,cloud,4.815,10.752,0.803,11.555,0.00192633,0.000118,medium,False
6335,cloud,3.389,10.529,0.565,11.094,0.00135571,8.3e-05,medium,False
6336,edge,5.81,0.116,5.81,5.926,0.00029078,0.000143,low,True
6337,edge,4.007,0.088,4.007,4.095,0.00020056,9.8e-05,low,False
6338,edge,5.358,0.109,5.358,5.467,0.00026816,0.000131,low,True
6339,edge,5.881,0.117,5.881,5.997,0.00029432,0.000144,low,False
6340,rc,4.818,0.688,2.409,3.097,0.00048206,0.000118,medium,True
6341,edge,7.155,0.137,7.155,7.292,0.00035811,0.000176,low,False
6342,cloud,4.042,10.632,0.674,11.305,0.00161705,9.9e-05,high,False
6343,rc,2.503,0.598,1.251,1.849,0.00025039,6.1e-05,high,True
6344,cloud,7.487,11.17,1.248,12.418,0.00299505,0.000184,high,False
6345,cloud,6.3,10.984,1.05,12.034,0.00252021,0.000155,medium,False
6346,rc,3.288,0.628,1.644,2.273,0.00032898,8.1e-05,medium,True
6347,edge,4.327,0.093,4.327,4.42,0.00021658,0.000106,low,True
6348,rc,4.807,0.688,2.403,3.091,0.00048094,0.000118,high,True
6349,cloud,5.07,10.792,0.845,11.637,0.00202838,0.000124,medium,False
6350,rc,5.69,0.722,2.845,3.567,0.00056927,0.00014,high,True
6351,edge,5.523,0.111,5.523,5.634,0.00027643,0.000135,low,False
6352,cloud,3.594,10.562,0.599,11.161,0.00143775,8.8e-05,high,False
6353,rc,2.961,0.616,1.48,2.096,0.00029621,7.3e-05,medium,True
6354,rc,4.435,0.673,2.218,2.891,0.00044375,0.000109,high,True
6355,cloud,7.502,11.172,1.25,12.423,0.00300125,0.000184,medium,False
6356,cloud,9.735,11.521,1.622,13.144,0.00389456,0.000239,high,False
6357,cloud,5.357,10.837,0.893,11.73,0.00214306,0.000131,medium,False
6358,cloud,4.365,10.682,0.727,11.409,0.00174608,0.000107,medium,False
6359,edge,4.621,0.097,4.621,4.718,0.00023129,0.000113,low,True
6360,rc,5.513,0.715,2.757,3.472,0.0005516,0.000135,high,True
6361,rc,4.232,0.665,2.116,2.781,0.00042341,0.000104,medium,True
6362,edge,6.154,0.121,6.154,6.275,0.00030801,0.000151,low,True
6363,cloud,7.137,11.115,1.189,12.305,0.00285514,0.000175,medium,False
6364,edge,5.286,0.108,5.286,5.394,0.00026456,0.00013,low,True
6365,edge,4.285,0.092,4.285,4.377,0.00021447,0.000105,low,False
6366,edge,4.45,0.095,4.45,4.544,0.0002227,0.000109,low,False
6367,edge,6.384,0.125,6.384,6.509,0.00031953,0.000157,low,False
6368,edge,5.744,0.115,5.744,5.858,0.00028747,0.000141,low,True
6369,cloud,4.889,10.764,0.815,11.579,0.00195603,0.00012,medium,False
6370,edge,3.307,0.077,3.307,3.384,0.00016551,8.1e-05,low,True
6371,rc,2.146,0.584,1.073,1.657,0.00021474,5.3e-05,high,True
6372,cloud,2.686,10.42,0.448,10.867,0.00107471,6.6e-05,medium,False
6373,cloud,6.548,11.023,1.091,12.114,0.00261957,0.000161,medium,False
6374,edge,5.436,0.11,5.436,5.546,0.00027207,0.000133,low,True
6375,cloud,5.074,10.793,0.846,11.639,0.00203001,0.000124,high,False
6376,edge,5.176,0.106,5.176,5.282,0.00025907,0.000127,low,True
6377,edge,3.726,0.083,3.726,3.809,0.00018647,9.1e-05,low,False
6378,cloud,6.095,10.952,1.016,11.968,0.00243817,0.00015,medium,False
6379,cloud,6.836,11.068,1.139,12.208,0.00273486,0.000168,medium,False
6380,edge,5.703,0.114,5.703,5.818,0.00028545,0.00014,low,False
6381,rc,7.198,0.781,3.599,4.38,0.00072018,0.000177,medium,True
6382,rc,4.23,0.665,2.115,2.78,0.00042317,0.000104,medium,True
6383,cloud,3.797,10.593,0.633,11.226,0.00151904,9.3e-05,medium,False
6384,cloud,6.263,10.979,1.044,12.023,0.00250567,0.000154,high,False
6385,edge,3.102,0.073,3.102,3.176,0.00015525,7.6e-05,low,False
6386,cloud,6.684,11.044,1.114,12.158,0.00267396,0.000164,medium,False
6387,edge,3.69,0.083,3.69,3.773,0.00018469,9.1e-05,low,False
6388,cloud,3.402,10.532,0.567,11.099,0.00136115,8.3e-05,medium,False
6389,rc,2.421,0.595,1.21,1.805,0.00024219,5.9e-05,medium,True
6390,cloud,5.099,10.797,0.85,11.647,0.00204,0.000125,high,False
6391,edge,5.951,0.118,5.951,6.069,0.00029787,0.000146,low,True
6392,rc,5.237,0.705,2.618,3.323,0.00052395,0.000128,medium,True
6393,rc,5.223,0.704,2.611,3.315,0.00052251,0.000128,high,True
6394,cloud,2.869,10.448,0.478,10.927,0.00114796,7e-05,medium,False
6395,cloud,4.302,10.672,0.717,11.389,0.00172123,0.000106,high,False
6396,cloud,5.428,10.848,0.905,11.753,0.00217135,0.000133,medium,False
6397,cloud,3.884,10.607,0.647,11.254,0.00155367,9.5e-05,medium,False
6398,edge,7.972,0.15,7.972,8.121,0.00039897,0.000196,low,False
6399,edge,4.439,0.094,4.439,4.533,0.00022217,0.000109,low,False
6400,cloud,6.942,11.085,1.157,12.242,0.00277714,0.00017,medium,False
6401,rc,5.6,0.719,2.8,3.519,0.0005603,0.000137,medium,True
6402,rc,3.302,0.629,1.651,2.28,0.00033038,8.1e-05,medium,True
6403,cloud,4.665,10.729,0.777,11.506,0.00186612,0.000114,high,False
6404,cloud,5.361,10.838,0.894,11.731,0.00214486,0.000132,high,False
6405,rc,4.283,0.667,2.141,2.809,0.0004285,0.000105,high,True
6406,cloud,5.278,10.825,0.88,11.704,0.00211146,0.000129,medium,False
6407,cloud,4.59,10.717,0.765,11.482,0.00183641,0.000113,medium,False
6408,cloud,7.319,11.144,1.22,12.363,0.00292811,0.00018,medium,False
6409,edge,5.335,0.108,5.335,5.444,0.00026703,0.000131,low,True
6410,cloud,6.625,11.035,1.104,12.139,0.00265038,0.000163,medium,False
6411,rc,6.541,0.756,3.271,4.026,0.00065446,0.00016,medium,True
6412,rc,3.539,0.638,1.769,2.408,0.00035405,8.7e-05,high,True
6413,rc,5.051,0.697,2.526,3.223,0.0005054,0.000124,medium,True
6414,edge,5.432,0.11,5.432,5.542,0.00027185,0.000133,low,False
6415,edge,5.855,0.116,5.855,5.972,0.00029306,0.000144,low,False
6416,edge,6.049,0.12,6.049,6.169,0.00030276,0.000148,low,False
6417,cloud,5.218,10.815,0.87,11.685,0.00208743,0.000128,high,False
6418,rc,1.563,0.561,0.782,1.343,0.0001564,3.8e-05,medium,True
6419,edge,7.779,0.147,7.779,7.926,0.00038933,0.000191,low,False
6420,cloud,6.001,10.938,1.0,11.938,0.00240084,0.000147,high,False
6421,cloud,4.738,10.74,0.79,11.53,0.00189533,0.000116,high,False
6422,cloud,2.595,10.405,0.432,10.838,0.00103815,6.4e-05,medium,False
6423,edge,3.624,0.082,3.624,3.706,0.00018139,8.9e-05,low,True
6424,edge,3.581,0.081,3.581,3.662,0.00017923,8.8e-05,low,True
6425,edge,5.105,0.105,5.105,5.21,0.00025549,0.000125,low,False
6426,edge,5.526,0.111,5.526,5.637,0.00027657,0.000136,low,False
6427,cloud,6.848,11.07,1.141,12.211,0.00273952,0.000168,high,False
6428,edge,5.238,0.107,5.238,5.345,0.00026216,0.000128,low,True
6429,rc,5.658,0.721,2.829,3.55,0.00056607,0.000139,high,True
6430,cloud,4.854,10.758,0.809,11.568,0.00194198,0.000119,medium,False
6431,edge,4.016,0.088,4.016,4.103,0.00020097,9.9e-05,low,False
6432,cloud,5.925,10.926,0.988,11.913,0.00237054,0.000145,medium,False
6433,cloud,6.206,10.97,1.034,12.004,0.00248296,0.000152,high,False
6434,cloud,1.096,10.171,0.183,10.354,0.00043861,2.7e-05,medium,False
6435,edge,4.772,0.1,4.772,4.871,0.00023881,0.000117,low,False
6436,cloud,2.731,10.427,0.455,10.882,0.00109257,6.7e-05,high,False
6437,rc,4.746,0.685,2.373,3.059,0.00047486,0.000116,medium,True
6438,edge,3.891,0.086,3.891,3.976,0.00019473,9.5e-05,low,True
6439,edge,2.743,0.068,2.743,2.811,0.0001373,6.7e-05,low,False
